© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Bezler, Thomas;1966;Heilpraktiker;85;1;DIE VIOLETTEN;;;264;0;
Biedermann, Lucia;1981;Rechtsanwätin;81;2;FDP;BW;25;278;0;
Bielang, Dieter;1961;Industriekaufmann;78;1;AfD;;;264;0;
Bielig-Schultz, Susanne;1960;Sparkassen-Fachwirtin;69;2;AfD;NI;15;;0;
Bienia, Nathanael;1990;Student;94;1;PIRATEN;BW;19;;0;
Bierbaum, Maximilian;1991;Student;94;1;GRÜNE;HH;4;;0;
Bieser, Ursula;1963;Rechtsanwältin;81;2;AfD;RP;6;207;0;
Biesterfeld, Dietlind Juliane;1968;Richterin am Amtsgericht;81;2;SPD;BB;12;;0;
Biewer, Leo;1958;Versicherungskaufmann;69;1;CDU;RP;37;;0;
Bihler, Michael;1979;kaufmännischer Angestellter;78;1;CSU;BY;45;;0;
Bilger, Steffen;1979;MdB,Rechtsanwalt;76;1;CDU;;;265;1;
Binder, Dr. Michaela;1966;Biologin;88;2;DIE FRAUEN;BY;5;;0;
Binder, Karin;1957;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;BW;3;271;2;
Binder, Kuno Alois Anton;1941;Möbeltischler;50;1;ÖDP;TH;12;;0;
Binder, Raimund;1964;Heimleiter;86;1;ÖDP;BY;8;251;0;
Bindges, Anja;1963;Sozialbetriebswirtin;86;2;SPD;RP;15;201;0;
Binding, Lothar;1950;MdB, Diplom-Mathematiker;76;1;SPD;BW;7;274;2;
Binner, Karlheinz;1967;Schulleiter;87;1;ÖDP;BY;9;235;0;
Binninger, Clemens;1962;Mitglied des Deutschen Bundestages;76;1;CDU;;;260;1;
Birke, Helmut Gerhard;1954;Diplom-Informatiker;77;1;AfD;;;129;0;
Birke, Holger;1964;Coach, Mediator;87;1;BüSo;BW;9;;0;
Birkner, Jan-Hendrik;1980;Kaufmännischer Angestellter;78;1;Die PARTEI;BE;38;;0;
Birkwald, Matthias W.;1961;MdB, Diplom-Sozialwissenschaftler;76;1;DIE LINKE;NW;2;94;2;
Birr, Harald;1959;Angestellter;78;1;SPD;RP;33;;0;
Bisanz, Burkhard;1958;Polizeibeamter;80;1;SPD;NI;60;;0;
Bischeff, Grischa;1979;Beamter;78;1;DIE LINKE;;;100;0;
Bischoff, Stephan;1983;BA European Studies;94;1;GRÜNE;ST;2;69;0;
Bist, Andreas;1978;Heilerziehungspfleger;86;1;FDP;NW;34;111;0;
Bittel, Günther;1953;Arzt;84;1;MLPD;NW;14;;0;
Bitzer, Kai Steffen;1973;Betriebswirt;88;1;GRÜNE;;;149;0;
Blackman, Paul Michael;1949;Rentner;95;1;Bündnis 21/RRP;BY;3;245;0;
Blank, Otto Paul Hans;1946;Techniker;62;1;Bündnis 21/RRP;BY;5;252;0;
Blankenburg, Moroni;1954;Schreiner;50;1;NPD;;;239;0;
Blankenheim, Bernhard;1951;Rentner;95;1;NPD;;;101;0;
Blasi, Martin;1967;Angestellter;78;1;FREIE WÄHLER;BY;37;220;0;
Bleser, Peter;1952;MdB, Landwirtschaftsmeister;76;1;CDU;RP;2;201;1;
Blex, Dr. Christian;1975;Oberstudienrat;87;1;AfD;NW;18;130;0;
Blienert, Burkhard;1966;Angestellter;78;1;SPD;NW;29;137;2;
Bloching, Prof. Dr. Micha Manuel;1968;Hochschullehrer;87;1;PARTEI DER VERNUNFT;BY;2;;0;
Blöchinger, Klaus;1967;EDV-Systemadministrator;77;1;PARTEI DER VERNUNFT;BY;20;;0;
Blömer, Dennis;1983;Student;94;1;NPD;;;123;0;
Bluhm, Heidrun;1958;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;MV;2;17;2;
Blum, Rainer;1969;Aufnahmeleiter;83;1;GRÜNE;;;101;0;
Blümel, Thomas;1965;Informatiker;77;1;SPD;SN;15;160;0;
Blumenthal, Sebastian;1974;IT-Berater;62;1;FDP;SH;3;5;0;
Blumentritt, Volker;1946;Koch;41;1;SPD;TH;7;194;0;
Blumer, Jürgen;1958;Werkzeugmacher;29;1;MLPD;;;116;0;
Blusch, Uwe;1960;Diplom-Sozialpädagoge;86;1;Tierschutzpartei;BW;1;;0;
Bock, Alexander;1987;Diplom-Physiker;61;1;PIRATEN;BY;2;218;0;
Böck, Daniel;1992;Student der Informatik;94;1;DIE LINKE;;;253;0;
Bock, Dr. Inge Ursula;1958;Freiberuflerin;99;2;AfD;BB;6;;0;
Böckel, Hans-Martin;1973;Netzwerkadministrator;77;1;PIRATEN;;;145;0;
Bockhahn, Steffen;1978;Mitglied des Deutschen Bundestages;76;1;DIE LINKE;MV;4;14;0;
Böddinghaus, Sabine;1957;Erziehungswissenschaftlerin;88;2;DIE LINKE;HH;2;23;0;
Bodem, Barbara;1957;Hausfrau;95;2;ÖDP;RP;26;;0;
Bodewig, Philippe;1986;Vertriebsleiter;75;1;NPD;;;114;0;
Boeddinghaus, Kai Manuel;1959;Selbstständig;99;1;DIE LINKE;;;168;0;
Boenigk, Natalina;1959;Hotelfachfrau;91;2;CDU;SH;17;;0;
Boerner, Thomas;1969;Handelsvertreter;68;1;PBC;NI;7;;0;
Boes, Ralph Kurt;1957;Philosoph;88;1;Anderer KWV;;;75;0;
Bogdanovic, Nikola;1968;Arbeitslos;98;2;BüSo;NW;7;;0;
Bögel-Hoyer, Claudia;1961;IT-Projektmanagerin;77;2;FDP;NW;13;124;0;
Bogendorff von Wolffersdorff, Nabiel Peter;1963;Bankkaufmann;69;1;AfD;SN;3;;0;
Bognar, Julia;1983;Berufsakademie-Studentin;94;2;SPD;RP;20;;0;
Bogner, Andrea Beate;1961;Pferdewirtin;2;2;PIRATEN;;;67;0;
Böhlke, Stephan;1978;Künstler;83;1;pro Deutschland;MV;4;;0;
Böhm, Michael Ralf;1970;Selbstständiger;99;1;PIRATEN;BY;26;;0;
Böhme, Andreas;1960;Verkehrsingenieur;60;1;FREIE WÄHLER;TH;3;190;0;
Böhme, Matteo;1982;Unternehmer;75;1;FDP;SN;10;160;0;
Böhme, Wolfgang Dieter;1951;Diplom-Informatiker;77;1;DIE LINKE;;;236;0;
Böhmer, Prof. Dr. Maria;1950;MdB, Professorin, Staatsministerin;76;2;CDU;RP;1;208;1;
Bohn, Volker;1951;Unternehmer;75;1;DIE LINKE;;;276;0;
Bohne, Jörg;1953;Servicetechniker;62;1;AfD;ST;2;;0;
Bohnenkamp, Hermann;1956;Diakon, Heilpädagoge;89;1;PBC;NI;5;;0;
Böhning, Dr. Volker;1948;Hochschulagraringenieur;3;1;FREIE WÄHLER;MV;3;16;0;
Bois du, Elke;1959;Selbständige Einzelhändlerin;99;2;FREIE WÄHLER;ST;1;66;0;
Bok, Karl-Heinz;1951;Versicherungsfachmann (BWV);69;1;ÖDP;BW;26;;0;
Bokor, Florian;1975;Gestalter;83;1;PIRATEN;SN;4;152;0;
Boleslawsky, Kathrin Anke;1971;Freiberufliche Unternehmensberaterin;75;2;GRÜNE;;;56;0;
Bolle, Rainer;1962;Diplom-Kaufmann;78;1;AfD;BY;20;;0;
Bolte, Jürgen;1950;Fraktionsassistent;76;1;NPD;;;78;0;
Bolte, Richard;1972;Immobilienmakler;70;1;REP;NI;1;;0;
Boltze, Andreas;1987;Fachkraft für Lagerlogistik;74;1;NPD;;;282;0;
Bolz, Erhard;1940;Diplom-Ingenieur (FH);60;1;Bündnis 21/RRP;BY;6;214;0;
Bolz, Wolfgang;1941;Kaufmann;78;1;Bündnis 21/RRP;;;80;0;
Bombeck, Johannes;1962;Diplom-Sozialpädagoge;86;1;ÖDP;NW;18;;0;
Bommel, Lutz;1969;Staatlich geprüfter Betriebswirt;78;1;PIRATEN;;;65;0;
Bongardt, Gisela;1940;Diplom-Wirtschaftsingenieur;60;2;FREIE WÄHLER;TH;7;;0;
Boom, Andreas Stefan;1959;Rechtsanwalt;81;1;AfD;NI;11;;0;
Borchardt, Alf-Heinz;1953;Rechtsanwalt;81;1;FDP;TH;6;196;0;
Borchert, Daniel;1992;Arbeiter;53;1;DIE RECHTE;NW;5;;0;
Borgwardt, Sonja Angela;1951;Lehrerin i.R.;95;2;MLPD;SH;5;;0;
Börm, Manfred;1950;Maurermeister, Hochbautechniker;44;1;NPD;;;37;0;
Born, Daniel;1975;Jurist;81;1;SPD;BW;25;278;0;
Born, Helmut;1952;Freigestellter Betriebsrat;76;1;DIE LINKE;;;106;0;
Born, Thomas;1983;Physiotherapeut;85;1;BüSo;;;155;0;
Borrmann, Marco;1978;Straßenwärter;71;1;NPD;NI;2;53;0;
Börs, Peter;1944;Rentner;95;1;NPD;;;56;0;
Börsch-Supan, Dr. Eva;1932;Kunsthistorikerin;88;2;ÖDP;BE;4;;0;
Börst-Harder, Petra;1965;Diplom-Verwaltungswirtin (FH);76;2;SPD;ST;6;71;0;
Boruzs, Christiane;1971;Betriebswirtin des Handwerks;62;2;AfD;;;217;0;
Bosbach, Wolfgang;1952;Rechtsanwalt;81;1;CDU;NW;7;100;1;
Boseld, Hans Joachim;1952;Diplom-Ingenieur;60;1;NPD;;;174;0;
Bossler, Ulrich;1963;Bankvorstand;69;1;FREIE WÄHLER;BW;1;292;0;
Bötcher, Detlev;1969;Designer;83;1;PIRATEN;HH;8;;0;
Böth, Gunhild;1952;Gymnasiallehrerin;87;2;DIE LINKE;;;103;0;
Bothe, Vinzenz;1983;Diplom-Chemiker;61;1;CDU;BW;47;;0;
Böttger, Dr. Ute Gertraud;1956;Diplom-Chemikerin;61;2;ÖDP;TH;6;;0;
Botzenhardt, Harry Hermann;1956;Staatlich geprüfter Augenoptikermeister;30;1;PIRATEN;;;278;0;
Bouillon, Elke;1963;Diplom-Ingenieurin Elektrotechnik;60;2;GRÜNE;TH;7;;0;
Boxler, Stefan;1964;Selbständiger Diplom-Wirtschaftsingenieur;60;1;GRÜNE;;;202;0;
Boyens, Stephan;1962;Diplom-Kaufmann;88;1;AfD;NW;9;94;0;
Bozkurt, Gonca;1972;Krankenschwester;85;2;BIG;NW;6;;0;
Boztemur, Serdar;1989;Journalist;82;1;DIE LINKE;;;105;0;
Braatz, Benjamin;1978;Informatiker;77;1;PIRATEN;RP;12;;0;
Bracht, Werner;1949;Informatiker;77;1;Anderer KWV;;;167;0;
Bracht-Bendt, Nicole;1959;MdB, Tischlerin;76;2;FDP;;;36;0;
Brackmann, Norbert;1954;MdB, Jurist;76;1;CDU;SH;9;10;1;
Brade, Andreas Jens;1966;Dachdeckermeister;48;1;CDU;SN;20;;0;
Brähmig, Klaus Peter;1957;Elektrohandwerksmeister;31;1;CDU;SN;6;158;1;
Brand, Jörg;1972;Straßenbautechniker;62;1;FREIE WÄHLER;HE;6;;0;
Brand, Kurt Karl Wilhelm;1964;Freiberuflicher IT-Berater;77;1;AfD;BY;32;;0;
Brand, Michael;1973;Mitglied des Deutschen Bundestages;76;1;CDU;HE;16;174;1;
Brandenburg, Jens;1986;Politikwissenschaftler;88;1;FDP;BW;11;277;0;
Brandenstein, Pierre Claude Rene;1968;Richter;81;1;CDU;HE;36;;0;
Brandes, Jan Uwe Andreas;1959;Medizinjournalist;82;1;AfD;SN;5;;0;
Brandin, Birgit;1961;Berufsschullehrerin;87;2;AfD;ST;7;;0;
Brandl, Anton;1962;Apotheker;84;1;FDP;BY;36;217;0;
Brandl, Dr. Reinhard;1977;MdB, Diplom-Wirtschaftsingenieur;76;1;CSU;;;217;1;
Brandt, Achim;1965;Bauzeichner;64;1;Volksabstimmung;BW;5;;0;
Brandt, Alexander;1975;Diplom-Sozialpädagoge;86;1;PIRATEN;;;268;0;
Brandt, Helmut;1950;MdB, Rechtsanwalt;76;1;CDU;NW;23;88;1;
Brandt, Kathrin;1987;Studentin;94;2;CDU;SL;18;;0;
Brandt, Robert;1951;Materialprüfer;63;1;DIE LINKE;NW;23;124;0;
Brandtner, Bernd;1968;Diplom-Pädagoge;88;1;GRÜNE;;;151;0;
Brantner, Dr. Franziska;1979;Europaabgeordnete;76;2;GRÜNE;BW;9;274;2;
Brase, Willi;1951;Gewerkschaftssekretär;76;1;SPD;NW;3;148;2;
Brateanu, Alexander Marcel;1991;Student;94;1;PIRATEN;SN;7;;0;
Brauchle, Roman;1980;Systemadministrator;77;1;PIRATEN;;;294;0;
Brauer, Stephen;1970;Berufsschullehrer;87;1;FDP;BW;17;268;0;
Braukmüller, Rolf-Dieter;1947;Beamter;76;1;AfD;ST;11;;0;
Brauksiepe, Dr. Ralf Wolfgang;1967;Parlamentarischer Staatssekretär;76;1;CDU;NW;13;139;2;
Braun, Adolf;1949;Diplom-Philologe;88;1;CDU;SN;15;;0;
Braun, Christian;1985;Informatiker;77;1;PIRATEN;;;29;0;
Braun, Dr. Helge Reinhold;1972;Arzt;84;1;CDU;HE;7;173;1;
Braun, Gabriele;1956;Kaufmännische Angestellte;78;2;DIE LINKE;BY;9;;0;
Braun, Martin;1990;Großhandelskaufmann;67;1;NPD;;;170;0;
Braun, Michael;1965;Landwirt;1;1;GRÜNE;;;99;0;
Braun, Petra;1957;Bürokauffrau;78;2;MLPD;;;125;0;
Braunert, Oscar;1990;Schüler;94;1;Die PARTEI;BE;44;;0;
Bräutigam, Georg;1955;Diplom-Ökonom;88;1;FREIE WÄHLER;TH;8;;0;
Brauwers, Johannes Wilhelm;1949;Unternehmensberater;75;1;Die PARTEI;NW;53;;0;
Brechlin, Jörg;1972;Angestellter;78;1;PARTEI DER VERNUNFT;;;194;0;
Breckel, Kerstin;1975;Altenpflegehelferin;86;2;NPD;;;48;0;
Brehmer, Heike;1962;Diplom-Betriebswirtin (FH);88;2;CDU;ST;1;68;1;
Breil, Klaus;1945;Branchen- und Unternehmensanalyst;75;1;FDP;BY;11;226;0;
Breitschu, Andreas;1982;Arbeitslos;98;1;PIRATEN;ST;4;71;0;
Brems, Gerd;1952;Geschäftsführer;75;1;FDP;NW;38;103;0;
Brenner, Dr. Gerhard;1949;Lehrer;87;1;GRÜNE;;;109;0;
Brett, Eberhard;1954;Rechtsanwalt;81;1;AfD;BW;7;259;0;
Breuer, Heidi;1953;Rentnerin;95;2;DIE LINKE;;;126;0;
Breukel, Michael;1968;Softwareentwickler;77;1;PIRATEN;;;187;0;
Breutmann, Daniel Alexis-Adolf;1976;Selbstständig;99;1;FDP;SN;13;157;0;
Breyer, Patrick;1977;Jurist;81;1;PIRATEN;;;3;0;
Brieger, Arthur;1995;Schüler;94;1;Die PARTEI;BE;52;;0;
Briese-Finke, Simone;1964;Projektentwicklerin;75;2;GRÜNE;MV;4;;0;
Brinkhaus, Ralph;1968;MdB, Steuerberater;76;1;CDU;NW;41;131;1;
Brinkmann, Günter;1947;Rentner;95;1;FREIE WÄHLER;TH;12;;0;
Brinkmann, Hannelore Gabriele;1953;Lehrerin;87;2;CDU;RP;26;;0;
Brinkschmidt, Dirk;1975;Lehrer;87;1;GRÜNE;;;136;0;
Brisach, Ralf;1966;Staatlich geprüfter Betriebswirt, Kaufmann;88;1;Volksabstimmung;NW;11;;0;
Britz, Nicole;1969;IT-Consultant;99;2;PIRATEN;BY;8;;0;
Britzl, Wolfgang;1983;IT-Systemadministrator;77;1;PIRATEN;BY;17;;0;
Brodbeck, Matthias;1972;Technischer Angestellter;62;1;NPD;;;267;0;
Brodersen, Carsten-Peter;1957;Sales-Manager;75;1;FDP;SH;12;1;0;
Brodhun, Christoph;1988;Student;94;1;SPD;NI;55;;0;
Brodtrück, Bernd;1970;Diplom-Designer (FH);83;1;BüSo;SN;7;;0;
Bronson, Dr. Hugh;1961;Dozent;87;1;AfD;BE;4;80;0;
Brose, Dieter;1943;Betriebswirt;88;1;NPD;BB;5;;0;
Bröskamp, Elisabeth;1969;Pferdewirtschaftsmeisterin;2;2;GRÜNE;;;198;0;
Brück, Michael;1990;Selbständig;99;1;DIE RECHTE;NW;3;;0;
Brückel, Valentin;1981;Student;94;1;PIRATEN;NW;11;;0;
Brückmann, Christoph;1983;Studierender;94;1;PIRATEN;BB;3;;0;
Brüderle, Rainer;1945;MdB, Diplom-Volkswirt;76;1;FDP;RP;2;206;0;
Brüdigam, Verena;1963;Apothekerin;84;2;AfD;BY;9;233;0;
Brüggen, Dirk;1969;Diplom-Ingenieur (FH);60;1;Die PARTEI;NW;14;;0;
Brugger, Agnes;1985;MdB, Studentin;76;2;GRÜNE;BW;5;294;2;
Brühl, Andreas;1974;Informatiker;77;1;PIRATEN;RP;3;204;0;
Brummer, Doris;1960;Verwaltungsangestellte;78;2;CDU;BW;41;;0;
Brunkhorst, Angelika;1955;Diplom-Sozialwissenschaftlerin;88;2;FDP;NI;3;28;0;
Brunkhorst, Daniel;1984;Student;94;1;SPD;NI;37;;0;
Brunner, Dr. Karl Heinz;1953;Wirtschaftsberater;75;1;SPD;BY;21;255;2;
Brunner, Franz;1954;Fernmeldehandwerker;31;1;SPD;BY;46;;0;
Brunner, Maximilian;1979;Einzelhandelskaufmann;67;1;REP;BY;41;;0;
Bruns, Jutta;1964;Wahlkeismitarbeiterin;76;2;GRÜNE;HE;11;176;0;
Bruns, Michael;1973;Werkzeugmechaniker;29;1;DIE LINKE;NW;12;146;0;
Brunschweiger, Rosa Maria;1951;Rentnerin;95;2;DIE VIOLETTEN;BY;23;;0;
Brzezinski, Christoph;1987;Jurist;81;1;CDU;BE;14;;0;
Buch, Thomas;1974;Sozialversicherungsfachangestellter;78;1;Anderer KWV;;;67;0;
Buchholz, Christine;1971;Erziehungswissenschaftlerin;88;2;DIE LINKE;HE;3;185;2;
Buchholz, Conrad;1982;Diplom-Kaufmann;88;1;FDP;HE;18;175;0;
Buchholz, Daniel;1968;MdA, Diplom-Wirtschaftsingenieur;76;1;SPD;BE;12;;0;
Buchholz, Dr. Bernd Klaus;1961;Rechtsanwalt;81;1;FDP;SH;2;9;0;
Buchmann, Daniel;1981;Angestellter;78;1;BüSo;BE;4;84;0;
Büchner, Andreas;1982;Fachlagerist;74;1;NPD;;;107;0;
Buchner, Dr. Klaus;1941;Physikprofessor;87;1;ÖDP;;;219;0;
Buchta, Herbert;1954;Tierarzt;84;1;MLPD;RP;2;;0;
Buck, Josef;1961;Arbeiter;53;1;MLPD;BW;5;275;0;
Büddemann, Manfred;1951;Bankkaufmann;69;1;DIE LINKE;;;110;0;
Budina, Elfriede Erna;1928;Rentnerin;95;2;NPD;HB;3;;0;
Budnick, Reiner;1954;Angestellter;78;1;PIRATEN;;;41;0;
Bügge, Christoph;1989;Auszubildender;98;1;Die PARTEI;NW;33;;0;
Bühler, Andreas;1975;Konstruktionsmechaniker;25;1;REP;BW;18;;0;
Bühlmaier, Klaus;1952;Betriebswirt;88;1;FREIE WÄHLER;BW;18;;0;
Bühner, Robin;1992;Fliesenleger;48;1;NPD;;;119;0;
Bühren, Nadja;1977;Studentin;94;2;DIE LINKE;;;134;0;
Büker, Michael;1987;Physiker;61;1;PIRATEN;HH;4;18;0;
Bulat, Selcuk;1980;Diplom-Ingenieur;60;1;BIG;BE;4;75;0;
Buljevic, Daniel;1983;Student;94;1;CDU;HB;5;;0;
Buljevic, Vesna;1954;Schauspielerin;83;2;MLPD;NW;6;140;0;
Bulke, Peter;1939;Diplom-Landwirt, Pensionär;95;1;REP;BW;7;;0;
Bulling-Schröter, Eva;1956;MdB, Betriebsschlosserin;76;2;DIE LINKE;BY;2;217;2;
Bullwinkel, Caroline;1990;Studentin;94;2;PIRATEN;HB;2;55;0;
Bulmahn, Edelgard;1951;Bundesministerin a.D.;95;2;SPD;NI;26;42;1;
Bülow, Jochen;1965;Journalist;82;1;DIE LINKE;RP;4;198;0;
Bülow, Marco;1971;Freier Journalist, Publizist;82;1;SPD;NW;38;142;1;
Bummert, Bernd-Ulrich;1950;Werkzeugvoreinsteller;29;1;MLPD;BB;3;;0;
Bund-Becker, Sören;1993;Student;94;1;GRÜNE;SL;9;;0;
Bunge, Dr. Gertrud Paula Martina;1951;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;MV;5;13;0;
Bunge, Stephan;1980;Angestellter;78;1;CDU;MV;8;;0;
Büning, Frank;1966;Wissenschaftlicher Mitarbeiter, Ingenieur;88;1;GRÜNE;;;126;0;
Büning, Franz Rudolf;1959;Diplom-Kaufmann;88;1;PIRATEN;;;102;0;
Bünting, Stephan;1972;Versicherungsfachmann;69;1;FDP;;;24;0;
Büntjen, Katharina Martina Elisabeth;1955;Verwaltungsangestellte;78;2;FREIE WÄHLER;HB;1;;0;
Burandt, Christoph;1968;Selbstständiger Unternehmer;99;1;CDU;BW;28;;0;
Bürgel, Ulrike;1984;Angestellte;78;2;GRÜNE;SN;11;159;0;
Burger, Dr. Thomas;1970;Diplom-Physiker (Univ.);61;1;SPD;BY;48;;0;
Burger, Jörg;1960;Revisionsleiter;75;1;AfD;NW;3;;0;
Burkert, Martin Kurt;1964;Mitglied des Deutschen Bundestages;76;1;SPD;BY;3;245;2;
Burkhardt, Andreas;1980;Selbständig;99;1;REP;RP;6;;0;
Burmeister, Anne;1957;Politologin, Lerntherapeutin;88;2;PIRATEN;SH;6;4;0;
Burmeister, Erich Karl;1953;Selbstständig;99;1;DIE LINKE;;;121;0;
Busch, Werner;1947;selbstständiger Handwerker;99;1;Partei der Nichtwähler;NW;4;;0;
Büschel, Andreas;1955;Lagerist;74;1;RENTNER;BW;3;;0;
Busch-Hübenbecker, Walter;1951;Gewerkschaftssekretär;76;1;DIE LINKE;;;186;0;
Buschmann, Marco;1977;Rechtsanwalt;81;1;FDP;NW;8;123;0;
Buschner, Stefan;1982;Freier Editor;83;1;Die PARTEI;BE;40;;0;
Büsing, Erika Marika;1964;Diplom-Psychologin;88;2;SPD;HB;4;;0;
Büsing, Lars;1975;Angestellter;78;1;PIRATEN;;;132;0;
Butscher, Johannes;1938;Diplom-Pädagoge;88;1;FREIE WÄHLER;BW;15;294;0;
Buttgereit, Heiko;1965;Kaufmann;78;1;Die PARTEI;BE;36;;0;
Buttgereit, Monika;1949;Lehrerin;87;2;SPD;BE;9;;0;
Büttner, Rene;1976;Selbstständiger;99;1;Anderer KWV;;;59;0;
Büttner, Thomas;1974;Web-Entwickler;77;1;PIRATEN;;;249;0;
Bystron, Petr;1972;Unternehmer;75;1;AfD;BY;17;;0;
Caesar, Cajus Julius;1951;MdB, Diplom-Forstingenieur;76;1;CDU;NW;17;135;2;
Cali, Mukhtaar;1968;Selbständiger Unternehmer;75;1;GRÜNE;SH;6;;0;
Can, Ergun;1958;Diplom-Ingenieur Maschinenbau;60;1;SPD;BW;33;285;0;
Can, Mustafa Sinan;1986;Student;94;1;BIG;BE;5;78;0;
Canel, Sylvia;1958;Gymnasiallehrerin;87;2;FDP;;;21;0;
Caroli, Dirk;1972;Versicherungsmakler;70;1;AfD;;;286;0;
Carstens, Tim;1989;Student;94;1;AfD;;;289;0;
Carstensen, Christian;1973;Bankkaufmann;69;1;SPD;HH;6;21;0;
Castellucci, Dr. Lars;1974;Hochschulprofessor;87;1;SPD;BW;13;277;2;
Cebulla, Manuel;1965;Jurist;81;1;PARTEI DER VERNUNFT;NW;2;;0;
Ceglar, Michael;1963;Diplom-Ingenieur (FH) Elektrotechnik;60;1;PIRATEN;;;246;0;
Ceglecki, Josef;1957;Pharmareferent;68;1;AfD;RP;27;;0;
Cerveny, Wenzel Vaclav;1961;Restaurant-Fachmann;91;1;BP;BY;6;;0;
Chartier, Gabriele;1961;Unternehmerin;75;2;FREIE WÄHLER;;;51;0;
Chieduch, Wolfgang Dieter;1945;Maurer;44;1;pro Deutschland;RP;2;;0;
Christen, Mario;1953;Stadtplaner, Vermessungsingenieur;60;1;ÖDP;BE;3;;0;
Christiansen, Christian Günter;1941;Verlagskaufmann, Redakteur;68;1;FREIE WÄHLER;BE;1;80;0;
Chudy, Agnes;1987;Bankkauffrau;69;2;CDU;RP;22;;0;
Cieschinger, Marlene;1959;Sekretärin;78;2;DIE LINKE;BE;7;80;0;
Cigelski, Volker Ernst Jakob;1953;Kaufmann;78;1;NPD;;;247;0;
Cirkovic, Stevan;1991;Student;94;1;PIRATEN;BW;21;274;0;
Clasen, Bernhard;1957;Übersetzer;82;1;DIE LINKE;;;109;0;
Claus, Gerwald;1972;Mechatroniker;28;1;PIRATEN;;;79;0;
Claus, Marcel;1976;Geschäftsführer;75;1;AfD;BY;40;244;0;
Claus, Olaf-Rüdiger;1959;Bürgermeister;76;1;FREIE WÄHLER;MV;1;;0;
Claus, Roland;1954;MdB, Diplom-Ingenieur;76;1;DIE LINKE;ST;4;73;2;
Claussen, Claus Christian;1961;Rechtsanwalt, Notar;81;1;CDU;SH;15;;0;
Clostermann, Marcel Stephan;1987;Student;94;1;PIRATEN;;;144;0;
Collins, Lisa;1986;Auszubildende;98;2;PIRATEN;BW;9;291;0;
Connelly, Kai Uwe;1968;Grafiker;83;1;FREIE WÄHLER;HH;3;21;0;
Connemann, Gitta;1964;MdB, Rechtsanwältin;76;2;CDU;NI;8;25;1;
Conrad, Gabriele;1960;Betriebselektrikerin;31;2;MLPD;BW;6;;0;
Conradi, Dr. Ralf-Günther;1956;Verbandsjurist;81;1;AfD;BE;7;77;0;
Corne de, Walter;1944;Kaufmann;78;1;Volksabstimmung;NW;6;;0;
Corz, Sabine;1967;Friseurmeisterin;90;2;PARTEI DER VERNUNFT;RP;5;;0;
Coße, Jürgen;1969;Angestellter;78;1;SPD;NW;35;128;0;
Cramon-Taubadel von, Viola;1970;Diplom-Agraringenieurin;3;2;GRÜNE;NI;7;52;0;
Cremer, Claus;1979;Industriekaufmann;78;1;NPD;NW;1;140;0;
Crone, Petra;1950;Sozialwissenschaftlerin;88;2;SPD;NW;4;149;2;
Curlisca, Jaroslav;1953;Elektrotechniker;62;1;BP;BY;12;;0;
Czich, Sebastian;1980;Restaurantfachmann;91;1;PIRATEN;;;153;0;
Dagdelen, Sevim;1975;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;NW;5;140;2;
Dagenbach, Alfred;1947;Selbständiger Gärtnermeister;5;1;pro Deutschland;BW;1;;0;
Dahl, Andreas;1970;Schlosser;25;1;AfD;;;83;0;
Dahlen, Sascha;1979;Krankenpfleger;85;1;Die PARTEI;NW;45;;0;
Dahlendorf, Frank Günter;1961;Diplom-Volkswirt;88;1;AfD;NW;44;;0;
Dahlke, Evelyn;1969;Erzieherin;86;2;FDP;NW;19;131;0;
Dahmen, Janosch;1981;Arzt;84;1;GRÜNE;NW;14;139;0;
Daldrup, Bernhard;1956;Geschäftsführer;75;1;SPD;NW;17;130;2;
Dalmer, Julia;1990;Studentin;94;2;Die PARTEI;BE;17;;0;
Damar, Ali;1970;Restaurantfachmann;91;1;DIE LINKE;;;203;0;
Damerau, Inka;1963;Sozialpädagogin, Diakonin;86;2;SPD;HH;3;;0;
Dammann, Manfred;1959;Tischlermeister;50;1;NPD;;;30;0;
Dammermann, Christoph;1967;Geschäftsführer;75;1;FDP;NW;18;145;0;
Damson, Thomas;1981;Gymnasiallehrer;87;1;AfD;RP;20;;0;
Daniels Edler von, Dr. Gero;1968;Rechtsanwalt;81;1;CDU;NI;37;;0;
Dankerl, Barbara;1970;Kaufmännische Angestellte;78;2;CSU;BY;44;;0;
Danne, Andreas;1961;Werbekaufmann, Angestellter;70;1;DIE LINKE;;;98;0;
Danter, Kai;1966;Richter;81;1;GRÜNE;MV;9;;0;
Daratha, Ina;1984;Angestellte;78;2;Die PARTEI;HH;11;;0;
Däschner, Karl;1954;Teamleiter;99;1;NPD;;;272;0;
Daub, Helga;1942;MdB, Diplom-Hotelkauffrau;76;2;FDP;;;148;0;
