# (c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Berufsschlüssel;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur;"Gewählt: 1=über Wkr; 2=über LL"
;;Aumer;Peter;m;1976;Regenstauf;Regensburg;Dipl.-Betriebswirt (FH);71;BY;233;Regensburg;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;;1
;;Auricht;Jeannette;w;1970;Berlin;Berlin;kfm. Angestellte;71;BE;85;Berlin-Marzahn-Hellersdorf;AfD;Alternative für Deutschland;;;;;;0
;;Außendorf;Maik;m;1971;Bergisch Gladbach;Hiltrup (jetzt Münster);Dipl.-Mathematiker;71;NW;100;Rheinisch-Bergischer Kreis;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;24;;0
;;Aust;Robert Paul;m;1962;Erlangen;Erlangen;Dipl.-Ingenieur;27;;;;;;BY;AfD;Alternative für Deutschland;28;;0
;;Austria-Zink;Hans Günter;m;1945;Sankt Augustin;Braubach;Großhandelskaufmann;61;;;;;;NW;Volksabstimmung;Ab jetzt...Demokratie durch Volksabstimmung;7;;0
;;Avenarius;Christian Richard;m;1959;Dresden;München;Oberstaatsanwalt;73;SN;159;Dresden I;SPD;Sozialdemokratische Partei Deutschlands;SN;SPD;Sozialdemokratische Partei Deutschlands;11;;0
;;Aydin;Tufan;m;1988;Kamp-Lintfort;Moers;Auszubildender zum Rechtsanwaltsfachangestellten;4;NW;113;Wesel I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;;0
;;Aykal;Urban;m;1974;Berlin;Berlin;Politologe;91;BE;79;Berlin-Steglitz-Zehlendorf;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Azbak;Sahin;m;1968;Berlin;Erzincan;Angestellter;71;BE;81;Berlin-Tempelhof-Schöneberg;MENSCHLICHE WELT;Menschliche Welt;BE;MENSCHLICHE WELT;Menschliche Welt;1;;0
;;Babenhauserheide;Maik;m;1975;Enger;Bünde;Webdesigner;23;NW;133;Herford – Minden-Lübbecke II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Babic;Safet;m;1981;Trier;Hanau;Politologe (M. A.);91;RP;203;Trier;NPD;Nationaldemokratische Partei Deutschlands;;;;;;0
;;Babnik;Jan-Peter;m;1968;Koblenz;Kiel;Musikschullehrer;84;RP;199;Koblenz;EB: Babnik;Babnik;;;;;;0
;;Bach;Bela;w;1990;Planegg;Magdeburg;Studentin;4;BY;221;München-Land;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;20;;0
;;Bach;Sebastian Freimund;m;1982;Gotha;Gotha;Leiharbeiter;62;;;;;;TH;DIE LINKE;DIE LINKE;12;;0
;;Bacherle;Tobias;m;1994;Sindelfingen;Herrenberg;Student;4;BW;260;Böblingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;18;;0
;;Bachmann;Iris Margot;w;1947;Darmstadt;Darmstadt;Bibliothekarin i. R.;5;;;;;;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;17;;0
;;Bäckel;Markus;m;1970;Ortenberg;Gießen;Bankkaufmann;72;;;;;;HE;FREIE WÄHLER;FREIE WÄHLER;29;;0
;;Bader;Jürgen Albert Richard;m;1960;Hamburg;Hamburg;Drucker;23;HH;23;Hamburg-Bergedorf – Harburg;MLPD;Marxistisch-Leninistische Partei Deutschlands;HH;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;;0
;;Bader;Werner;m;1942;Bonn;Oberhausen;freiberufl. Dozent;84;NW;96;Bonn;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Badra;Susanne Mervat;w;1991;Korschenbroich;Mönchengladbach;Verwaltungsfachangestellte / duale Studentin;73;NW;110;Krefeld I – Neuss II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Badran;Bastian;m;1979;Berlin;Berlin;Texter / Konzeptionierer;92;BE;77;Berlin-Reinickendorf;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Badum;Lisa Hildegard;w;1983;Forchheim;Forchheim;Politikwissenschaftlerin;91;BY;236;Bamberg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;11;;2
;;Baehrens;Heike;w;1955;Stuttgart;Bevern;MdB / Diakonin;71;BW;263;Göppingen;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;13;X;2
;;Baerbock;Annalena;w;1980;Potsdam;Hannover;Völkerrechtlerin;73;BB;61;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BB;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;1;X;2
;;Bahl;Sascha;m;1976;Mörlenbach;Bad Oeynhausen;Projektleiter;71;HE;188;Bergstraße;DIE LINKE;DIE LINKE;;;;;;0
;;Bahr;Ulrike;w;1964;Augsburg;Nördlingen;MdB;71;BY;252;Augsburg-Stadt;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;4;X;2
;;Bähr-Losse;Bettina;w;1967;Sankt Augustin;Braunschweig;Rechtsanwältin;73;NW;98;Rhein-Sieg-Kreis II;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;42;X;0
;;Baier;Robert;m;1968;Leipzig;Leipzig;selbst. Makler;61;SN;152;Leipzig I;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Bakker;Notker Heinrich Dieter;m;1965;Monheim am Rhein;Monheim;Jurist;73;;;;;;NW;Die Humanisten;Partei der Humanisten;6;;0
;;Balci;Fatma;w;1983;Duisburg;Duisburg;Sachbearbeiterin;71;;;;;;NW;-;Allianz Deutscher Demokraten;9;;0
;;Baldes;Franziska;w;1969;Hamburg;Tübingen;Sängerin;94;;;;;;HH;MLPD;Marxistisch-Leninistische Partei Deutschlands;6;;0
;;Balg;Torsten;m;1971;Mainz;Mainz;Ingenieur;27;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;17;;0
;;Balke;Ralf Peter;m;1963;Bremen;Bremen;Systemadministrator;43;HB;55;Bremen II – Bremerhaven;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;HB;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;5;;0
;;Balleis;Martin;m;1959;Adelzhausen;Altenmünster;selbst. Mechanikermeister;25;;;;;;BY;BP;Bayernpartei;10;;0
;;Ballerstädt;Kay-Olaf;m;1980;Waibstadt;Freudenstadt;Unternehmensberater / Dozent;71;BW;277;Rhein-Neckar;FREIE WÄHLER;FREIE WÄHLER;BW;FREIE WÄHLER;FREIE WÄHLER;11;;0
;;Ballin;August Wilhelm;m;1951;Nürnberg;Würzburg;Drucker i. R.;5;;;;;;BY;DKP;Deutsche Kommunistische Partei;4;;0
;;Ballschuh;Tim;m;1990;Magdeburg;Staßfurt;Kulturgeographie (B. A.);91;;;;;;ST;AfD;Alternative für Deutschland;13;;0
;;Balzer;Manfred;m;1962;Ahlerstedt;Apensen;Hausmann;6;;;;;;NI;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;;0
;;Banaszak;Felix;m;1989;Duisburg;Duisburg;parl. Assistent;71;NW;116;Duisburg II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Bandt;Sebastian;m;1985;Köln;Löbau;Datenerfasser;71;;;;;;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;27;;0
Dr.;von der;Bank;Ralf Sebastian;m;1964;Rangsdorf;Bremen;Ingenieur Forschung und Entwicklung;27;BB;62;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
Dr.;;Bank;Sabine Barbara;w;1954;Schwerin;Berlin-Wilmersdorf;Ärztin;81;;;;;;MV;FREIE WÄHLER;FREIE WÄHLER;4;;0
;;Bänsch;Knut;m;1961;Frankfurt am Main;Frankfurt am Main;Disponent;51;;;;;;HE;PIRATEN;Piratenpartei Deutschland;19;;0
;;Bär;Dorothee;w;1978;Ebelsbach;Bamberg;MdB / parl. Staatssekretärin;71;BY;248;Bad Kissingen;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;3;X;1
;;Bär;Karl;m;1985;Holzkirchen;Tegernsee;Agrarökonom;11;BY;223;Bad Tölz-Wolfratshausen – Miesbach;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;;0
;;Baradari;Nezahat;w;1965;Attendorn;Bogazköy, Ankara-Türkei;Fachärztin für Kinder- und Jugendmedizin;81;NW;149;Olpe – Märkischer Kreis I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;18;;0
;;Baranski;Robin;m;1977;Hamm;Beckum;Geschäftsführer;71;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;79;;0
;;Barbig;Paul Emil;m;1995;Grünstadt;Grünstadt;Student;4;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;21;;0
;;Bareiß;Thomas;m;1975;Balingen;Albstadt;MdB;71;BW;295;Zollernalb – Sigmaringen;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Barimis;Michel;m;1987;Nürnberg;Fürth;Koch;29;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;;0
Dr.;;Barley;Katarina;w;1968;Schweich;Köln;MdB / Juristin;73;RP;203;Trier;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;3;X;2
;;Barnett;Doris;w;1953;Ludwigshafen am Rhein;Ludwigshafen am Rhein;MdB / Juristin;71;RP;207;Ludwigshafen/Frankenthal;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;5;X;2
;;Baron;Daniel;m;1983;Neustadt (Hessen);Marburg;Forstwirt;11;HE;171;Marburg;FREIE WÄHLER;FREIE WÄHLER;HE;FREIE WÄHLER;FREIE WÄHLER;18;;0
;;Baron;Eva;w;1983;Hambrücken;Speyer;pharma.-techn. Assistentin;81;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;55;;0
;;Barrientos Krauss;Simone;w;1963;Ochsenfurt;Lutherstadt Eisleben;Verlegerin;91;BY;251;Würzburg;DIE LINKE;DIE LINKE;BY;DIE LINKE;DIE LINKE;5;;2
;;Barski;Daniel;m;1982;Ihringen;Wesel;Heilpraktiker;81;BW;281;Freiburg;EB: Barski;BÜRGERKANDIDATEN – für Gemeinwohl und Volksentscheid;;;;;;0
;;Bartels;Alrich Jann;m;1966;Großheide;Berumerfehn;Hochbautechniker;32;NI;24;Aurich – Emden;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;9;;0
;;Bartelt;Christian;m;1976;Spantekow;Neubrandenburg;Zahnarzt;81;MV;16;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;FDP;Freie Demokratische Partei;MV;FDP;Freie Demokratische Partei;2;;0
;;Barth;Kevin;m;1990;Hann. Münden;Uslar;Student;4;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;65;;0
;;Barthle;Norbert;m;1952;Schwäbisch Gmünd;Bettringen;MdB / parl. Staatssekretär;71;BW;269;Backnang – Schwäbisch Gmünd;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Bartholomé;Anna;w;1949;Gelsenkirchen;Daun;Journalistin;92;;;;;;RP;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;;0
Dr.;;Bartke;Matthias;m;1959;Hamburg;Bremen;Jurist;73;HH;19;Hamburg-Altona;SPD;Sozialdemokratische Partei Deutschlands;HH;SPD;Sozialdemokratische Partei Deutschlands;6;X;1
;;Bartol;Sören;m;1974;Marburg;Hamburg;Dipl.-Politologe;91;HE;171;Marburg;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;5;X;1
;;Barton;Olaf;m;1973;Oelde;Oelde;Dipl.-Chemiker;41;NW;130;Warendorf;EB: Barton;JA zu Volksabstimmungen;;;;;;0
Dr.;;Bartsch;Dietmar Gerhard;m;1958;Prerow;Stralsund;MdB;71;MV;14;Rostock – Landkreis Rostock II;DIE LINKE;DIE LINKE;MV;DIE LINKE;DIE LINKE;1;X;2
;;Bartsch;Simon;m;1995;Berlin;Essen;Student;4;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;39;;0
;;Barutta;Bernhard;m;1961;Hirschberg an der Bergstraße;Essen;Dipl.-Politologe;91;BW;274;Heidelberg;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Barz;Monika;w;1953;Reutlingen;Castrop-Rauxel;Professorin;84;;;;;;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;37;;0
;;Bas;Bärbel;w;1968;Duisburg;Walsum (jetzt Duisburg);MdB;71;NW;115;Duisburg I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;32;X;1
;;Baßfeld;Gerd;m;1947;Dinslaken;Dinslaken;Sozialpädagoge i. R.;5;NW;113;Wesel I;DIE LINKE;DIE LINKE;;;;;;0
;;Bastian;Endrik;m;1964;Berlin;Merseburg (Saale);Krankenpfleger;81;SN;152;Leipzig I;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;BE;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;2;;0
;;Bäther;Heiner;m;1969;Korschenbroich;Lank-Latum (jetzt Meerbusch);Gartenbautechniker;12;NW;110;Krefeld I – Neuss II;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;18;;0
;;Bauch;David Karol;m;1986;Glauchau;Meerane;Dipl.-Ernährungswissenschaftler;82;;;;;;SN;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;;0
;;Bauer;Anna;w;1989;Berlin;Landshut;Realpolitikerin;71;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;;0
;;Bauer;Armin;m;1972;Regenstauf;Regensburg;Elektrotechnikermeister;26;BY;233;Regensburg;AfD;Alternative für Deutschland;;;;;;0
;;Bauer;Emil Karl Eckehard;m;1953;Augsburg;Heidenheim;Lehrer an Technikerschule;84;BY;252;Augsburg-Stadt;MLPD;Marxistisch-Leninistische Partei Deutschlands;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;;0
;;Bauer;Nicole;w;1987;Velden;Vilsbiburg;Dipl.-Wirtschaftsingenieurin (FH);27;BY;228;Landshut;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;11;;2
;;Bauer;Oksana;w;1970;Eich;Tscharwak;Unternehmerin;71;RP;206;Worms;DIE EINHEIT;DIE EINHEIT;;;;;;0
;;Bauer;Robert;m;1985;Rostock;Rostock;selbständig;9;;;;;;MV;CDU;Christlich Demokratische Union Deutschlands;10;;0
;;Bauer;Susanne Iris;w;1977;Pegnitz;Eschenbach i.d.OPf.;Sozialarbeiterin (M. A.);83;BY;237;Bayreuth;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;26;;0
;;Bauer;Sven;m;1969;Dresden;Karl-Marx-Stadt (jetzt Chemnitz);Immobilienmakler;61;;;;;;SN;DiB;DEMOKRATIE IN BEWEGUNG;3;;0
;;Bauer;Ursula;w;1957;Lörrach;Mertingen;Journalistin;92;;;;;;BW;BGE;Bündnis Grundeinkommen;1;;0
;;Baueregger;Konrad Hubert;m;1957;Palling;Traunstein;Bankkaufmann;72;BY;225;Traunstein;BP;Bayernpartei;;;;;;0
;;Bauerle;Joachim;m;1956;Stuttgart;Stuttgart;Fließbandarbeiter;25;BW;262;Nürtingen;MLPD;Marxistisch-Leninistische Partei Deutschlands;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;14;;0
;;Bäuerle;Peter;m;1951;Sindelfingen;Ludwigsburg;Rentner;5;;;;;;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;26;;0
;;Baum;Anne-Kathrin Hannah;w;1981;Hamburg;Hamburg;Dipl.-Chemikerin;41;;;;;;HH;DiB;DEMOKRATIE IN BEWEGUNG;5;;0
Dr.;;Baum;Christina;w;1956;Lauda-Königshofen;Kleingrabe;Zahnärztin;81;BW;276;Odenwald – Tauber;AfD;Alternative für Deutschland;;;;;;0
Dr.;;Baumann;Bernd;m;1958;Hamburg;Wanne-Eickel;Kaufmann;61;HH;19;Hamburg-Altona;AfD;Alternative für Deutschland;HH;AfD;Alternative für Deutschland;1;;2
;;Baumann;Horst Michael-Thorsten;m;1969;Seevetal;Hamburg;selbst. EDV-Kaufmann;61;;;;;;NI;FREIE WÄHLER;FREIE WÄHLER;10;;0
;;Baumann;Petra;w;1961;Marburg;Essen;Juristin;73;;;;;;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;21;;0
;;Baumgarten;Heino;m;1959;Drochtersen;Drochtersen;Geschäftsführer;71;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;37;;0
;;Baumgartner;Roman;m;1982;Vogtsburg im Kaiserstuhl;Breisach am Rhein;Dipl.-Verwaltungswirt (FH);73;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;19;;0
;;Baums;Carsten;m;1968;Bad Homburg v. d. Höhe;Wuppertal;Wirtschaftsprüfer;72;;;;;;HE;PIRATEN;Piratenpartei Deutschland;25;;0
;;Baur;Alexandra;w;1972;Pforzheim;Frankfurt am Main;freie Dozentin / Fachlehrerin;84;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;51;;0
;;Baur;Dieter;m;1953;Stuttgart;Stuttgart;Erster Polizeihauptkommissar i. R.;5;BW;258;Stuttgart I;ÖDP;Ökologisch-Demokratische Partei;BW;ÖDP;Ökologisch-Demokratische Partei;7;;0
;;Baur;Jens;m;1979;Dresden;Dresden;Geschäftsführer;71;SN;160;Dresden II – Bautzen II;NPD;Nationaldemokratische Partei Deutschlands;SN;NPD;Nationaldemokratische Partei Deutschlands;1;;0
;;Baur;Mathias Eduard Josef;m;1990;Viechtach;Viechtach;selbst. Versicherungskaufmann;72;BY;231;Straubing;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;28;;0
;;Bausch;Patrick;m;1996;Heidelberg;Villingen-Schwenningen;freier Journalist;92;BW;286;Schwarzwald-Baar;DIE LINKE;DIE LINKE;;;;;;0
;;Bause;Margarete;w;1959;München;Wertheim;MdL;71;BY;218;München-Ost;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;9;;2
;;Bauske;Thomas;m;1972;Bayreuth;Bayreuth;Gymnasiallehrer;84;BY;240;Kulmbach;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;38;;0
Dr.;;Bayaz;Danyal;m;1983;Heidelberg;Heidelberg;Unternehmensberater;71;BW;278;Bruchsal – Schwetzingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;;2
;;Bayer;Bernhard;m;1963;Böbing;Starnberg;Dipl.-Ingenieur (FH);27;;;;;;BY;DM;Deutsche Mitte;7;;0
;;Bayer;Oliver;m;1977;Düsseldorf;Lahn-Gießen (Gießen);Geograph;42;;;;;;NW;PIRATEN;Piratenpartei Deutschland;10;;0
;;Bayerbach;Markus Artur Ernst;m;1963;Augsburg;Augsburg;Förderlehrer;84;BY;252;Augsburg-Stadt;AfD;Alternative für Deutschland;;;;;;0
;;Bayram;Canan;w;1966;Berlin;Malatya, Türkei;Rechtsanwältin;73;BE;83;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;1
Dr.;;Bayrle;Josef Wolfgang;m;1946;Weßling;München;Pathologe i. R.;5;;;;;;BY;BP;Bayernpartei;8;;0
;;Bechtoldt;Oliver Roland Wilhelm;m;1968;Frankfurt am Main;Neuwied;QA-Manager;43;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;17;;0
;von der;Beck;Sabine;w;1963;Herne;Wiesbaden;Dipl.-Volkswirtin / PR-Beraterin;71;NW;141;Herne – Bochum II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;36;;0
;;Beck;Christel;w;1948;Rechberghausen;Eislingen/Fils;Rentnerin;5;BW;263;Göppingen;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;;0
;;Beck;Stefanie Annegret;w;1985;Wolfsburg;Peine;Bestattungsfachkraft;82;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;;0
;;Beck;Tobias;m;1987;Mallersdorf-Pfaffenberg;Mallersdorf-Pfaffenberg;IT-Ingenieur;43;BY;231;Straubing;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;19;;0
;;Beck;Ursula;w;1954;Stuttgart;Fichtenau;Dipl.-Agraringenieurin;11;;;;;;BW;DIE LINKE;DIE LINKE;15;;0
;;Becker;Harald;m;1964;Spaichingen;Spaichingen;Koch;29;BW;285;Rottweil – Tuttlingen;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;BW;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;2;;0
;;Becker;Heiko;m;1983;Kreuztal;Bad Berleburg;wiss. Mitarbeiter;84;NW;148;Siegen-Wittgenstein;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;25;;0
;;Becker;Karin;w;1966;Bad Driburg;Paderborn;Unternehmerin Wellnessbranche;71;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;19;;0
;;Becker;Tobias;m;1990;Karlsruhe;Karlsruhe;Erzieher;83;;;;;;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;17;;0
;;Becker;Vera;w;1985;Köln;Bad Kreuznach;Konditormeisterin;29;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;6;;0
;;Becker;Werner;m;1943;Brandenburg an der Havel;Soltau;Rentner;5;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;DKP;Deutsche Kommunistische Partei;;;;;;0
;;Beckmann;Bert;m;1958;Schwerin;Parchim;Funkmechaniker;26;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;MLPD;Marxistisch-Leninistische Partei Deutschlands;MV;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;;0
;;Beckmann;Markus;m;1988;Berlin;Kyritz;Informatiker;43;BE;83;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;EB: Beckmann;Markus Beckmann – Den Menschen verpflichtet, keiner Partei!;;;;;;0
;;Beckord;Heike;w;1963;Bad Pyrmont;Bad Pyrmont;Abgeordnetenmitarbeiterin;71;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;64;;0
;;Bedel;Christopher;m;1993;Mühlheim am Main;Offenbach am Main;Schüler;4;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;19;;0
;;Bedrich;Marco;m;1993;Cottbus;Cottbus;Elektroniker für Betriebstechnik;26;;;;;;BB;SPD;Sozialdemokratische Partei Deutschlands;16;;0
;;Beeck;Jens;m;1969;Lingen (Ems);Münster (Westf.);Rechtsanwalt;73;NI;31;Mittelems;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;2;;2
;in der;Beek;Olaf;m;1967;Bochum;Bochum;selbst. Unternehmer;9;NW;140;Bochum I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;19;;2
;;Beer;Floris;m;1999;Fürstenwalde/Spree;Berlin-Hohenschönhausen;Schüler;4;BB;63;Frankfurt (Oder) – Oder-Spree;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Beer;Nicola Gertrud Ruth;w;1970;Frankfurt am Main;Wiesbaden;Rechtsanwältin;73;HE;182;Frankfurt am Main I;FDP;Freie Demokratische Partei;HE;FDP;Freie Demokratische Partei;1;;2
;;Beerhold;Julia;w;1965;Köln;Düsseldorf;Schauspielerin;94;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;4;;0
;;Beermann;Maik;m;1981;Steimbke;Nienburg (Weser);MdB / Sparkassenbetriebswirt;71;NI;40;Nienburg II – Schaumburg;CDU;Christlich Demokratische Union Deutschlands;NI;CDU;Christlich Demokratische Union Deutschlands;26;X;1
;;Beese;Fabian;m;1998;Zeven;Zeven;Schüler;4;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;12;;0
;;Behnke;Boris;m;1970;Kaufungen;Kassel;Netzwerkadministrator;43;;;;;;HE;PIRATEN;Piratenpartei Deutschland;17;;0
;;Behr;Karsten;m;1969;Greifswald;Solingen;Künstler;93;;;;;;MV;BGE;Bündnis Grundeinkommen;2;;0
;;Behrend;Rainer;m;1967;Großostheim;Wuppertal;Vertriebsleiter;61;;;;;;BY;DM;Deutsche Mitte;15;;0
;;Behrendt;Diethelm Dietmar;m;1956;Schwerin;Wolfen;Dipl.-Ing. (FH) / Dipl.-Großhandelskaufmann;27;;;;;;MV;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;;0
;;Behrendt;Klaus;m;1954;Berlin;Berlin;Steuerfachgehilfe / Rentner;5;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;72;;0
;;Behrendt;Michael;m;1972;Korbach;Korbach;Bürokaufmann;71;;;;;;HE;PIRATEN;Piratenpartei Deutschland;9;;0
;;Behrendt;Volker;m;1967;Hamburg;Hamburg;Dipl.-Finanzwirt;73;HH;23;Hamburg-Bergedorf – Harburg;ÖDP;Ökologisch-Demokratische Partei;HH;ÖDP;Ökologisch-Demokratische Partei;1;;0
